BLDG_UID,NAME,BLDG_CODE,CONSTR_STATUS,OCCU_DATE,BLDG_USAGE,BLDG_SEC_USAGE,JURISDICTION,NEIGHBOURHOOD,MANAGE_ORG,BLDG_STATE,GREEN_STATUS,CONSTR_TYPE,MAX_FLOORS,BLDG_HEIGHT,GBA,REC_IDS,HAS_SUBBLDGS,GEOM_SOURCE,NOTES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,BLDG_FORM,BLDG_CONDITION,ACCESSIBILITY_RATING,BLDG_MAINTENANCE,BLDG_CLASS,PROPERTY_TYPE,LAT,LONG
VBL10269,Place Vanier Residence - Korea House,VNR06,Complete,20030101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,7,,4830,898,0,,,GISSTUD2,20190514205749,RACHELW,20210621011628,Apt5StoreyPlus,,,UBC,B5,,-123.260007,49.264615
VBL10270,Place Vanier Residence - Okanagan House,VNR08,Complete,19600101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,5,,2123,552,0,,,GISSTUD2,20190514205917,RACHELW,20210621011628,AptLess5Storey,,,UBC,B5,,-123.257764,49.264345
VBL10434,Green College - Kitchen/Laundry,GRN2,Complete,19940101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Wood,3,,794,414,0,,,RACHELW,20200623201237,RACHELW,20210621011634,AptLess5Storey,,,UBC,B5,,-123.255578,49.270989
VBL10415,Green College - A South,GRN3,Complete,19940101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Wood,4,,1273,415,0,,,RACHELW,20190722222734,RACHELW,20210621011636,AptLess5Storey,,,UBC,B5,,-123.255231,49.270941
VBL10137,Tapestry at Wesbrook Village - Building 1,TAP1,Complete,20100604,Housing,Commercial,UNA,Wesbrook,Private,Occupied,,Concrete,7,22,14820,593-1,0,,new GBA taken from spreadsheet,GISSTUD2,20190514233927,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.235014,49.254742
VBL10172,Sail - Building 1,SAL1,Complete,20130101,Housing,,UNA,Wesbrook,Private,Occupied,REAP Platinum,Wood,7,,8503,705,0,,new GBA taken from spreadsheet,RACHELW,20190513220022,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.235232,49.252238
VBL10182,Tapestry at Wesbrook Village - Building 2,TAP2,Complete,20100604,Housing,Commercial,UNA,Wesbrook,Private,Occupied,,Concrete,7,23,4940,593-2,0,,new GBA taken from spreadsheet,GISSTUD2,20190514233927,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.234517,49.254147
VBL10183,Academy - Highrise,ACD1,Complete,20140107,Housing,,UNA,Wesbrook,Private,Occupied,REAP Gold,Concrete,20,53,12086,596,0,,new GBA taken from spreadsheet,GISSTUD2,20190514232634,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.233051,49.255577
VBL10250,Ritsumeikan-UBC House,RITS,Complete,19920101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Wood,4,,6763,745,0,,,,,TONYZ,20210520221449,AptLess5Storey,,,UBC,B5,,-123.252997,49.260102
VBL10347,Cascara House,CSCA,Complete,20010101,Housing,,UNA,Hawthorn,UBCPT,Occupied,,Wood,5,,5484,153,0,,new GBA taken from spreadsheet,,,RACHELW,20210618210805,AptLess5Storey,,,,B5,,-123.249667,49.258468
VBL10397,Fraser River Parkade,PARF,Complete,19820101,Parking,,UBC,Academic,Parking,Occupied,,Concrete,5,,17170,052,0,,,,,RACHELW,20210622180057,Parking,,,UBC,B4,,-123.258042,49.266067
VBL10157,Old Barn Community Centre,OBCC,Complete,20070626,Other,Services,UNA,Hawthorn,UNA,Occupied,,Wood,2,,3234,627,0,,,,,RACHELW,20210622004113,Unspecified,,,,B2,,-123.248269,49.258911
VBL10054,Rose Garden Parkade,PARR,Complete,19940101,Parking,,UBC,Academic,Parking,Occupied,,Concrete,5,,23185,528,0,,,,,RACHELW,20210622180052,Parking,,,UBC,B4,,-123.256303,49.269111
VBL10374,Kids Club,KIDS,Complete,19850101,Services,,UBC,Academic,SHHS,Occupied,,OtherMixed,1,,475,013,0,,,,,RACHELW,20210621011548,Unspecified,,,UBC,B2,,-123.234805,49.261725
VBL10444,SBME,SBME,UnderConstruction,,Academic,,UBC,Academic,,Unoccupied,,,,,,,,,,NIKT,20210325152429,RACHELW,20210630214238,,,,,B2,,-123.24731,49.265635
VBL10401,Environmental Services Facility - Lab,ENV1,Complete,19940101,Operations,,UBC,Academic,UBC,Occupied,,OtherMixed,1,,39,138,0,,,GISSTUD2,20190513225451,TONYZ,20210527172538,Unspecified,,,UBC,B3,,-123.228656,49.243333
VBL10281,West Hampstead - Building 1,WHM1,Complete,19931208,Housing,,UNA,Hampton,Private,Occupied,,Wood,4,,5384,501-12,0,,new GBA taken from spreadsheet,GISSTUD2,20190514231435,TONYZ,20210520221449,AptLess5Storey,,,,B5,,-123.235241,49.257587
VBL10290,Chancellor Hall - Apartment,CHHA,Complete,20070529,Housing,,UNA,Chancellor,Private,Occupied,,Concrete,7,,5809,824,0,,new GBA taken from spreadsheet,GISSTUD2,20190514222145,TONYZ,20210520221449,AptLess5Storey,,,,B5,,-123.250461,49.271895
VBL10291,Folio - Duplexes,FOL3,Complete,20050101,Housing,,UNA,Chancellor,Private,Occupied,,Wood,4,,1944,827-1;827-2;827-3;827-4,0,,new GBA taken from spreadsheet,GISSTUD2,20190514222145,TONYZ,20210520221449,Duplex/Townhouse,,,,B5,,-123.250604,49.272415
VBL10309,Folio - Apartment,FOL1,Complete,20060101,Housing,,UNA,Chancellor,Private,Occupied,,Concrete,5,,6015,825;825-1;825-2,0,,new GBA taken from spreadsheet,GISSTUD2,20190514214608,TONYZ,20210520221449,AptLess5Storey,,,,B5,,-123.24975,49.272098
VBL10316,Folio - Townhouses,FOL2,Complete,20060101,Housing,,UNA,Chancellor,Private,Occupied,,Wood,4,,185,826,0,,new GBA taken from spreadsheet,GISSTUD2,20190514214608,TONYZ,20210520221449,Duplex/Townhouse,,,,B5,,-123.250191,49.272249
VBL10336,Prodigy - Building 2,PRD2,Complete,20161123,Housing,,UNA,Wesbrook,Private,Occupied,REAP Gold,Wood,8,,7163,711,0,,new GBA taken from spreadsheet,GISSTUD2,20190514235024,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.236605,49.251632
VBL10349,Prodigy - Building 1,PRD1,Complete,20161123,Housing,,UNA,Wesbrook,Private,Occupied,REAP Gold,Wood,8,,9960,711,0,,new GBA taken from spreadsheet,GISSTUD2,20190514235024,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.235957,49.251667
VBL10385,Chancellor House - Duplexes,CHOD,Complete,20050418,Housing,,UNA,Chancellor,Private,Occupied,,Wood,3,,1508,833;834;835,0,,new GBA taken from spreadsheet,GISSTUD2,20190514222957,TONYZ,20210520221449,Duplex/Townhouse,,,,B5,,-123.251856,49.27198
VBL10387,Chancellor House - Apartment,CHOA,Complete,20050418,Housing,,UNA,Chancellor,Private,Occupied,,Concrete,8,,6326,830;830-1;830-2;830-3;830-4,0,,new GBA taken from spreadsheet,GISSTUD2,20190514222957,TONYZ,20210520221449,AptLess5Storey,,,,B5,,-123.251437,49.27156
VBL10390,Sail - Building 2,SAL2,Complete,20140101,Housing,,UNA,Wesbrook,Private,Occupied,REAP Platinum,Wood,8,,6887,707,0,,new GBA taken from spreadsheet,RACHELW,20190513220102,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.235208,49.252624
VBL10398,West Hampstead - Townhouses,WHM2,Complete,19931208,Housing,,UNA,Hampton,Private,Occupied,,Wood,2,,6827,501;501-1;501-2;501-3;501-4;501-5;501-6;501-7;501-8;501-9;501-10;501-11,0,,new GBA taken from spreadsheet,GISSTUD2,20190514231435,TONYZ,20210520221449,Duplex/Townhouse,,,,B5,,-123.234582,49.257507
VBL10307,Doug Mitchell Thunderbird Sports Centre,THUN,Complete,20080703,Athletics,,UBC,Academic,Athletics,Occupied,,Wood,3,,36357,868;868-1,0,,,,,RACHELW,20210702230421,Unspecified,,,UBC,B1,,-123.241931,49.260341
VBL10102,P. A. Woodward Instructional Resources Centre,IRC,Complete,19720101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,6,,10842,473;475,0,,,,,RACHELW,20210702231107,Unspecified,,,UBC,B2,,-123.246848,49.264822
VBL10346,Technology Enterprise Facility 3,TEF3,Complete,20030101,Administrative,Research,Non-UBC,Academic,UBCPT,Occupied,LEED Silver,Concrete,8,,14623,606,0,,,,,TONYZ,20210520221336,Unspecified,,,,B2,LeasedFromUBC,-123.246299,49.261156
VBL10388,UBC Hospital - Purdy Pavilion,PPAV,Complete,19770101,Services,Research,Non-UBC,Academic,VCH,Occupied,,Concrete,6,,16266,462,0,,,,,TONYZ,20210520221336,Unspecified,,,Shared,B2,LeasedFromUBC,-123.245959,49.26326
VBL10412,Gerald McGavin UBC Rugby Centre,RUGC,Complete,20130108,Athletics,,UBC,Academic,Athletics,Occupied,LEED Gold,Concrete,2,10,524,434,0,RW - PDF from Approved DP,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.241314,49.259582
VBL10292,Iona Building,IONA,Complete,19290101,Academic,StudentHousing,UBC,Chancellor,UBC,Occupied,,Concrete,8,,7298,836,1,,,,,RACHELW,20210702231149,Unspecified,,,UBC,B2,,-123.250309,49.270988
VBL10386,First Nations Longhouse,FNLH,Complete,19930101,Academic,,UBC,Academic,UBC,Occupied,,Wood,1,,2157,337,1,,,,,RACHELW,20210702231226,Unspecified,,,UBC,B2,,-123.25722,49.265559
VBL10424,Brock Commons South,BRCS,UnderConstruction,,Commons,,UBC,Academic,SHHS,Unoccupied,,Concrete,13,42.5,18884,,0,,,GISSTUD1,20190926224423,RACHELW,20210705161619,Apt5StoreyPlus,,,UBC,B5,,-123.252378,49.269067
VBL10311,Ponderosa Commons East - Audain Art Centre/Spruce House,PCE,Complete,20130926,Commons,,UBC,Academic,SHHS,Occupied,LEED Gold,Steel,17,51.5,10581,903,1,RW - PDF from Approved DP,,,,RACHELW,20210705161658,Apt5StoreyPlus,,,UBC,B5,,-123.25441,49.263781
VBL10312,Ponderosa Commons North - Oak/Cedar House,PCN,Complete,20150903,Commons,,UBC,Academic,SHHS,Occupied,LEED Gold,Steel,19,,27189,905,1,RW - PDF from Approved DP,,,,RACHELW,20210705161659,Apt5StoreyPlus,,,UBC,B5,,-123.256151,49.264092
VBL10429,Technology Enterprise Facility 4,TEF4,UnderConstruction,,Administrative,Commercial,Non-UBC,Academic,UBCPT,Unoccupied,LEED Gold,Concrete,13,53,22191,,0,,,RACHELW,20200203174759,TONYZ,20210520221336,Unspecified,,,,B2,LeasedFromUBC,-123.245773,49.261291
VBL10077,South Campus Warehouse,SCWH,Complete,19470101,Operations,,UBC,Academic,UBC,Occupied,,Wood,1,,2583,638,0,,,,,TONYZ,20210520221402,Unspecified,,,UBC,B3,,-123.231863,49.246256
VBL10123,Staging Environmental Research Centre,SERC,Complete,20100101,Operations,,UBC,Academic,UBC,Occupied,,Steel,1,,321,767,0,,,,,TONYZ,20210520221402,Outbuildings,,,UBC,B3,,-123.228053,49.245383
VBL10111,Life Sciences Centre,LSC,Complete,20040820,Academic,,UBC,Academic,UBC,Occupied,LEED Gold,Concrete,8,,59596,529,0,,GBA from OSIS,,,RACHELW,20210702224032,Unspecified,,,UBC,B2,,-123.245112,49.262548
VBL10248,UBC Life Building,LIFE,Complete,19680101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,3,,20244,790;790-1;790-2,0,,,,,RACHELW,20210702224045,Unspecified,,,UBC,B2,,-123.250062,49.267434
VBL10104,Allard Hall,ALRD,Complete,20110829,Academic,,UBC,Academic,UBC,Occupied,LEED Gold,Concrete,5,,15000,482,1,,,,,RACHELW,20210702224049,Unspecified,,,UBC,B2,,-123.253297,49.270044
VBL10072,Earth Sciences Building,ESB,Complete,20120824,Academic,,UBC,Academic,UBC,Occupied,LEED Gold,Concrete,6,18.5,14963,225,0,RW - PDF from Approved DP,,,,RACHELW,20210702224114,Unspecified,,,UBC,B2,,-123.252187,49.263067
VBL10237,UBC Baseball Rose Indoor Training Centre,BTC,Complete,20150804,Athletics,,UBC,Academic,Athletics,Occupied,,Wood,2,,1224,862,0,AC - Ortho 2015 digitizing,,,,RACHELW,20210702224249,Unspecified,,,UBC,B2,,-123.239512,49.256214
VBL10091,National Soccer Development Centre,NSDC,Complete,20170602,Athletics,,UBC,Academic,Athletics,Occupied,LEED Gold,Concrete,3,,3510,435,0,AC - PDF from approved DP,,,,RACHELW,20210702224252,Unspecified,,,UBC,B2,,-123.239979,49.257149
VBL10342,Cecil Green Park House,CGPH,Complete,19110101,Services,,UBC,Academic,UBC,Occupied,,Wood,5,,2080,420,0,,,,,RACHELW,20210702224344,Unspecified,,,UBC,B2,,-123.25769,49.271387
VBL10279,St. Mark's Duplexes,STMD,Complete,20081110,Housing,,UNA,Chancellor,Private,Occupied,,Wood,4,,1727,827-5;827-6;827-7;827-8,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,Duplex/Townhouse,,,,B5,,-123.249405,49.272739
VBL10280,Esse,ESSE,Complete,20050811,Housing,,UNA,Chancellor,Private,Occupied,,Wood,4,,2534,808,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,Duplex/Townhouse,,,,B5,,-123.24831,49.271197
VBL10282,Chan Centre for the Performing Arts,CHAN,Complete,19970101,Services,Academic,UBC,Academic,UBC,Occupied,,Concrete,6,,8214,130,0,,,,,TONYZ,20210520221306,Unspecified,,,UBC,B1,,-123.25511,49.269771
VBL10093,Leon and Thea Koerner University Centre,UCEN,Complete,20080829,Academic,,UBC,Academic,UBC,Occupied,,Concrete,3,,4022,344;344-1;345,1,,,,,RACHELW,20210702224530,Unspecified,,,UBC,B2,,-123.257219,49.268895
VBL10013,"Orchard Commons - Vantage College, Bartlett/Braeburn House",ORCH,Complete,20160715,Commons,,UBC,Academic,SHHS,Occupied,LEED Gold,Concrete,20,45,41023,557,1,RW - PDF from Approved DP,GBA from OSIS,,,RACHELW,20210702224535,Apt5StoreyPlus,,,UBC,B5,,-123.251332,49.260465
VBL10154,Walter C. Koerner Library,KLIB,Complete,19720101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,7,,17777,515;515-1,1,,,GISSTUD1,20180319192303,RACHELW,20210702224756,Unspecified,,,UBC,B2,,-123.255156,49.266656
VBL10177,Liu Institute for Global Issues,LIU,Complete,20000101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,4,,1713,496,0,,,,,RACHELW,20210702224847,Unspecified,,,UBC,B2,,-123.259267,49.267549
VBL10323,Buchanan Building,BUCH,Complete,19580101,Academic,,UBC,Academic,UBC,Occupied,LEED Gold,Concrete,5,,21868,121-1;121-2;121-3;122-1;122-2,1,,,,,RACHELW,20210702224908,Unspecified,,,UBC,B2,,-123.254441,49.268701
VBL10286,The Bristol,BRIS,Complete,19951109,Housing,,UNA,Hampton,Private,Occupied,,Wood,5,,12635,505,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,AptLess5Storey,,,,B5,,-123.235006,49.258841
VBL10283,West Mall Annex,WMAX,Complete,19690101,Academic,,UBC,Academic,UBC,Occupied,,Wood,2,,1962,863-1,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.257156,49.26625
VBL10284,West Parkade,PARW,Complete,19920101,Parking,,UBC,Academic,Parking,Occupied,,Concrete,12,,34775,900,0,,GBA from OSIS,,,TONYZ,20210520221420,Parking,,,UBC,B4,,-123.255016,49.262597
VBL10287,The Regency,REGE,Complete,19991224,Housing,,UNA,Hampton,Private,Occupied,,Concrete,20,,11905,507,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.232862,49.259107
VBL10288,Argyll House East,ARGE,Complete,20060929,Housing,,UNA,Chancellor,Private,Occupied,,Concrete,8,,6878,810,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.249551,49.271406
VBL10289,Stirling House,STIR,Complete,20080730,Housing,,UNA,Chancellor,Private,Occupied,REAP Bronze,Wood,9,,4788,818,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.252469,49.270476
VBL10079,Thunderbird Residence - Cassiar,THR1,Complete,19950101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,4,,21101,780;780-1,0,,,GISSTUD2,20190514195608,RACHELW,20210621011553,AptLess5Storey,,,UBC,B5,,-123.246685,49.260243
VBL10089,Marine Drive Residence - 5,MAR5,Complete,20070831,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,18,,12011,377-5,0,,,GISSTUD2,20190514211122,RACHELW,20210621011554,Apt5StoreyPlus,,,UBC,B5,,-123.254905,49.261115
VBL10098,Thunderbird Residence - Monashee,THR2,Complete,19950101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,4,,5213,781;781-1,0,,,GISSTUD2,20190514195735,RACHELW,20210621011554,AptLess5Storey,,,UBC,B5,,-123.247557,49.259933
VBL10293,Wyndham Hall,WYND,Complete,19971126,Housing,,UNA,Hampton,Private,Occupied,,Wood,6,,4823,506-2,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,AptLess5Storey,,,,B5,,-123.234172,49.259327
VBL10295,Acadia Park Residence - President's Row,APRP,Complete,19580101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Wood,13,,1784,014-1;014-3;014-2,0,,,GISSTUD2,20190704154828,TONYZ,20210520221449,Duplex/Townhouse,,,UBC,B5,,-123.238984,49.265326
VBL10297,Coast - Apartment West,COSW,Complete,20090603,Housing,,UNA,Chancellor,Private,Occupied,REAP Bronze,Concrete,8,,5600,832-1,0,,,GISSTUD2,20190514215933,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.253207,49.270742
VBL10298,Argyll House West,ARGW,Complete,20060519,Housing,,UNA,Chancellor,Private,Occupied,,Concrete,8,,6921,837,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.251327,49.270788
VBL10353,The Residences at Nobel Park - Apartment,REN1,Complete,20201007,Housing,,UNA,Wesbrook,Private,Unoccupied,REAP Gold,Concrete,17,,25009,721,0,RW - PDF from Approved DP,Wesbrook Place Lots 7 & 8,GISSTUD2,20190516182929,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.235007,49.250613
VBL10253,Thames Court - Townhouses,THAC2,Complete,19920724,Housing,,UNA,Hampton,Private,Occupied,,Wood,2,,8816,502-1;502-2;502-3;502-4;502-5;502-6;502-7;502-8;502-9;502-10;502-11;502-12;502-15;502-16;502-17,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,Duplex/Townhouse,,,,B5,,-123.236162,49.257073
VBL10201,Mary Bollert Hall,MBOL,Complete,19500101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,3,,1318,614,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.25602,49.270572
VBL10204,Anthropology and Sociology Building,ANSO,Complete,19750101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,4,,6220,048;876-1;876-2;880,1,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.257691,49.270316
VBL10206,The Stratford,STRA,Complete,19980717,Housing,,UNA,Hampton,Private,Occupied,,Concrete,13,,6848,506-1,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.233455,49.259635
VBL10209,Theatre-Film Production Building,TFPB,Complete,19250101,Academic,,UBC,Academic,UBC,Occupied,,Wood,2,,772,036;036-1,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.253928,49.263869
VBL10121,Thunderbird Residence - Coast,THR4,Complete,19950101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,4,,5163,783;783-1,0,,,GISSTUD2,20190514200023,RACHELW,20210621011600,AptLess5Storey,,,UBC,B5,,-123.250361,49.25897
VBL10122,Thunderbird Residence - Hazelton,THR5,Complete,19950101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,4,,5615,780;780-1,0,,,GISSTUD2,20190514200510,RACHELW,20210621011601,AptLess5Storey,,,UBC,B5,,-123.250846,49.259569
VBL10174,Green College - B East,GRN5,Complete,19940101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Wood,4,,1181,416,0,,,GISSTUD2,20190514204533,RACHELW,20210621011604,AptLess5Storey,,,UBC,B5,,-123.25601,49.270843
VBL10176,Green College - D Coach House,GRN6,Complete,19300101,StudentHousing,Other,UBC,Academic,SHHS,Occupied,,Wood,3,,104,412,0,,,GISSTUD2,20190606173848,RACHELW,20210621011607,Unspecified,,,UBC,B5,,-123.256534,49.271144
VBL10180,Green College - Guest House,GRN9,Complete,19940101,StudentHousing,Housing,UBC,Academic,SHHS,Occupied,,Wood,3,,237,417,0,,,GISSTUD2,20190514204656,RACHELW,20210621011608,AptLess5Storey,,,UBC,B5,,-123.256515,49.27086
VBL10190,Green College - Principal's Residence,GRN10,Complete,19940101,StudentHousing,Other,UBC,Academic,SHHS,Occupied,,Wood,3,,302,419,0,,,GISSTUD2,20190514204818,RACHELW,20210621011608,Duplex/Townhouse,,,UBC,B5,,-123.256949,49.270911
VBL10194,Green College - A North,GRN1,Complete,19940101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Wood,3,,794,413,0,,,GISSTUD2,20190514204242,RACHELW,20210621011610,AptLess5Storey,,,UBC,B5,,-123.255667,49.271155
VBL10252,The Leonard S. Klinck Building,LSK,Complete,19470101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,5,,10194,308;308-1,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.255334,49.265432
VBL10198,Fairview Crescent Residence - Building 2,FAR2,Complete,19850101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Wood,4,,9047,007-25;007-24;007-23;007-22;007-21;007-20;007-19;007-18;007-17;007-16;007-15;007-14;007-13;007-12;007-11,0,,,GISSTUD2,20190606184915,TONYZ,20210520221449,Duplex/Townhouse,,,UBC,B5,,-123.239796,49.263001
VBL10199,Academy - Townhouses,ACD2,Complete,20140107,Housing,,UNA,Wesbrook,Private,Occupied,REAP Gold,Concrete,2,,732,596,0,,new GBA taken from spreadsheet,GISSTUD2,20190514232634,TONYZ,20210520221449,Duplex/Townhouse,,,,B5,,-123.232786,49.255183
