BLDG_UID,NAME,BLDG_CODE,CONSTR_STATUS,OCCU_DATE,BLDG_USAGE,BLDG_SEC_USAGE,JURISDICTION,NEIGHBOURHOOD,MANAGE_ORG,BLDG_STATE,GREEN_STATUS,CONSTR_TYPE,MAX_FLOORS,BLDG_HEIGHT,GBA,REC_IDS,HAS_SUBBLDGS,GEOM_SOURCE,NOTES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,BLDG_FORM,BLDG_CONDITION,ACCESSIBILITY_RATING,BLDG_MAINTENANCE,BLDG_CLASS,PROPERTY_TYPE,LAT,LONG
VBL10210,Binning Tower - Highrise,BINH,Complete,20160505,Housing,,UNA,Wesbrook,Private,Occupied,REAP Gold,Concrete,23,65,17684,598,0,RW - PDF from Approved DP,new GBA taken from spreadsheet,GISSTUD2,20190516172718,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.231374,49.255441
VBL10241,The Laureates - Highrise,LAR1,Complete,20161223,Housing,,UNA,Wesbrook,Private,Occupied,REAP Gold,Concrete,25,,17190,589-1,0,,,GISSTUD2,20190514233055,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.230797,49.254108
VBL10244,Eton - Townhouses,ETN3,Complete,20190226,Housing,,UNA,Wesbrook,Private,Occupied,REAP Gold,Concrete,2,,1252,592,0,RW - PDF from Approved DP,,GISSTUD2,20190516182100,TONYZ,20210520221449,Duplex/Townhouse,,,,B5,,-123.231519,49.253536
VBL10261,The Laureates - Apartment,LAR2,Complete,20170131,Housing,,UNA,Wesbrook,Private,Occupied,REAP Gold,Wood,7,,5196,589-2,0,,,GISSTUD2,20190514233136,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.231755,49.254211
VBL10264,Ivy on the Park - Townhouses,IVYT,UnderConstruction,,Housing,,UNA,Wesbrook,Private,Unoccupied,REAP Gold Plus,Concrete,4,,3929,597,0,RW - PDF from Approved DP,Wesbrook Place Lot 8,GISSTUD2,20190516173521,TONYZ,20210520221449,Duplex/Townhouse,,,,B5,,-123.231834,49.254768
VBL10265,Ivy on the Park - Highrise,IVYH,UnderConstruction,,Housing,,UNA,Wesbrook,Private,Unoccupied,REAP Gold Plus,Concrete,22,65,17992,597,0,RW - PDF from Approved DP,Wesbrook Place Lot 8,GISSTUD2,20190516173353,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.230999,49.254718
VBL10271,Chancellor Hall - Townhouses,CHHT,Complete,20070101,Housing,,UNA,Chancellor,Private,Occupied,,Wood,4,,364,823,0,,new GBA taken from spreadsheet,GISSTUD2,20190514222145,TONYZ,20210520221449,Duplex/Townhouse,,,,B5,,-123.250355,49.272187
VBL10277,Coast - Townhouses,COST,Complete,20090101,Housing,,UNA,Chancellor,Private,Occupied,REAP Bronze,Wood,3,,710,832-3,0,,,GISSTUD2,20190514215859,TONYZ,20210520221449,Duplex/Townhouse,,,,B5,,-123.253054,49.271069
VBL10184,The Wesbrook - Highrise,WSB1,Complete,20090101,Housing,,UNA,Wesbrook,Private,Occupied,REAP Silver,Concrete,19,,11612,594,0,,new GBA taken from spreadsheet,GISSTUD2,20190514231851,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.234509,49.255096
VBL10187,Sage - Highrise,SAG1,Complete,20110704,Housing,,UNA,Wesbrook,Private,Occupied,REAP Silver,Concrete,22,53,12230,595,0,Wayf/AH - PDF from Approved DP,new GBA taken from spreadsheet,GISSTUD2,20190514232334,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.233708,49.255264
VBL10188,Sage - Townhouses,SAG2,Complete,20110704,Housing,,UNA,Wesbrook,Private,Occupied,REAP Silver,Concrete,2,,1514,595,0,Wayf/AH - PDF from Approved DP,new GBA taken from spreadsheet,GISSTUD2,20190514232334,TONYZ,20210520221449,Duplex/Townhouse,,,,B5,,-123.233501,49.254987
VBL10193,Fairview Crescent Residence - Building 1,FAR1,Complete,19850101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Wood,4,,11023,007-35;007-34;007-33;007-32;007-31;007-30;007-29;007-28;007-27;007-26;007-10;007-07;007-06;007-05;007-04;007-09;007-08;007-03;007-02;007-01,1,,,GISSTUD2,20190606184915,TONYZ,20210520221449,Duplex/Townhouse,,,UBC,B5,,-123.239653,49.26332
VBL10254,The Chatham,CHAT,Complete,19950427,Housing,,UNA,Hampton,Private,Occupied,,Concrete,20,,11069,504,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.236175,49.258692
VBL10256,Robert H. Lee Alumni Centre,ALUM,Complete,20150422,Services,,UBC,Academic,Alumni,Occupied,LEED Gold,Concrete,4,,3885,797,0,RW - PDF from Approved DP,,,,TONYZ,20210520221306,Unspecified,,,,B1,,-123.249909,49.265946
VBL10262,Woodward Library,WLIB,Complete,19640101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,4,,7695,536;536-1,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.24757,49.264563
VBL10427,Conservatory - Highrise,CSY2,PreConstruction,,Housing,,UNA,Wesbrook,Private,Unoccupied,REAP Gold,Concrete,20,59,16729,603,0,,,RACHELW,20200203175521,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.231514,49.256042
VBL10428,Conservatory - Townhouses,CSY1,PreConstruction,,Housing,,UNA,Wesbrook,Private,Unoccupied,REAP Gold,Concrete,3,,757,603-1,0,,,RACHELW,20200203175430,TONYZ,20210520221449,Duplex/Townhouse,,,,B5,,-123.232103,49.255839
VBL10213,Mundell House,MUNH,Complete,20200716,Housing,,UNA,Wesbrook,UBCPT,Unoccupied,REAP Gold,Wood,6,,11378,698,0,MM - PDF from Approved DP,Wesbrook Place Lot 4,GISSTUD2,20190515161558,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.236053,49.252946
VBL10232,Focal,FOCL,Complete,20200417,Housing,Commercial,UNA,UBlvd,UBCPT,Unoccupied,REAP Gold,Concrete,6,,7049,216,0,RW - PDF from Approved DP,UBlvd Site D,GISSTUD2,20190524191045,TONYZ,20210520221449,Unspecified,,,,B5,LeasedFromUBC,-123.248432,49.266181
VBL10266,Wesbrook Building,WESB,Complete,19490101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,5,,10664,864;867,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.249156,49.265251
VBL10200,Green College - Admin,GRN4,Complete,19940101,StudentHousing,Administrative,UBC,Academic,SHHS,Occupied,,Wood,2,,187,418,0,,,GISSTUD2,20190514204410,RACHELW,20210621011621,Unspecified,,,UBC,B5,,-123.256308,49.270987
VBL10273,Child Care Services - Kittiwake/Salal,CCS2,Complete,20080101,Services,,UBC,Academic,SHHS,Occupied,,Wood,1,,851,205,1,,,GISSTUD2,20190514224714,TONYZ,20210527173008,Unspecified,,,UBC,B2,,-123.235278,49.259997
VBL10274,Child Care Services - Little Goslings/Coho,CCS3,Complete,19890101,Services,,UBC,Academic,SHHS,Occupied,,Wood,1,,319,203,1,,,GISSTUD2,20190514224753,TONYZ,20210527173010,Unspecified,,,UBC,B2,,-123.234048,49.25992
VBL10275,Child Care Services - Little Raven/Pacific Spirit,CCS4,Complete,19890101,Services,,UBC,Academic,SHHS,Occupied,,Wood,1,,482,204,1,,,GISSTUD2,20190514224825,TONYZ,20210527173010,Unspecified,,,UBC,B2,,-123.233802,49.260216
VBL10276,Child Care Services - Sandpiper/Auklet,CCS5,Complete,20080101,Services,,UBC,Academic,SHHS,Occupied,,Wood,1,,767,206,1,,,GISSTUD2,20190514224909,TONYZ,20210527173011,Unspecified,,,UBC,B2,,-123.234743,49.26026
VBL10215,Thunderbird Residence - Selkirk,THR3,Complete,19950101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,4,,5117,782;782-1;782-A,1,,Dif shape on CAD,GISSTUD2,20190514200330,RACHELW,20210621011622,AptLess5Storey,,,UBC,B5,,-123.249493,49.259278
VBL10217,Marine Drive Residence - 4,MAR4,Complete,20080101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,19,,13760,377-4,1,,,GISSTUD2,20190514211047,RACHELW,20210621011623,Apt5StoreyPlus,,,UBC,B5,,-123.255361,49.261563
VBL10218,Marine Drive Residence - 6,MAR6,Complete,20070101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Wood,9,,10695,377-6,1,,,GISSTUD2,20190514211159,RACHELW,20210621011624,Apt5StoreyPlus,,,UBC,B5,,-123.256062,49.261079
VBL10234,North Parkade,PARN,Complete,19880101,Parking,,UBC,Academic,Parking,Occupied,,Concrete,9,,27294,792,0,,,,,TONYZ,20210520221420,Parking,,,UBC,B4,,-123.250918,49.269031
VBL10151,Ponderosa Office Annex E,PONE,Complete,19720101,Administrative,,UBC,Academic,UBC,Occupied,,Wood,2,,1004,871-2,0,,,RACHELW,20190116175554,TONYZ,20210527170635,Unspecified,,,UBC,B2,,-123.256694,49.264675
VBL10152,Ponderosa Office Annex F,PONF,Complete,19720101,Administrative,,UBC,Academic,UBC,Occupied,,Wood,3,,826,871-3,0,,,RACHELW,20190116175554,TONYZ,20210527170634,Unspecified,,,UBC,B2,,-123.257153,49.26492
VBL10153,Ponderosa Office Annex G,PONG,Complete,19810101,Administrative,,UBC,Academic,UBC,Occupied,,Wood,1,,597,873,0,,,RACHELW,20190116175554,TONYZ,20210527170632,Unspecified,,,UBC,B2,,-123.256434,49.264507
VBL10344,Ponderosa Office Annex C,PONC,Complete,19710101,Administrative,,UBC,Academic,UBC,Occupied,,Wood,2,,587,865-3,0,,,RACHELW,20190116175554,TONYZ,20210527170636,Unspecified,,,UBC,B2,,-123.256275,49.264854
VBL10136,Eton - Apartment,ETN2,Complete,20190226,Housing,,UNA,Wesbrook,Private,Occupied,REAP Gold,Concrete,4,,6933,592,0,RW - PDF from Approved DP,,GISSTUD2,20190516182234,TONYZ,20210520221449,AptLess5Storey,,,,B5,,-123.231376,49.253202
VBL10035,TRIUMF - Plant Storage,TRF15,Complete,20030101,Research,,Non-UBC,Academic,Non-UBC,Occupied,,OtherMixed,1,,198,850-3,0,,,GISSTUD2,20190514182716,RACHELW,20210709035859,Outbuildings,,,,B3,LeasedFromUBC,-123.22963,49.246011
VBL10247,Georgia Point,GEOP,Complete,20200813,Housing,,UNA,Wesbrook,UBCPT,Occupied,,Concrete,14,,11958,719,0,AC - PDF from Approved DP,Lot11 highrise - Building names subject to change,GISSTUD2,20190515163846,TONYZ,20210720213648,Apt5StoreyPlus,,,,B5,,-123.239208,49.251948
VBL10433,Plant Science Field Station,PLS1,Complete,19910101,Academic,,UBC,Academic,UBC,Occupied,,Wood,1,,74,666,0,,,RACHELW,20200619232634,RACHELW,20210713214013,Unspecified,,,UBC,B2,,-123.249481,49.256307
VBL10432,Plant Science Garage,PLS2,Complete,19630101,Academic,,UBC,Academic,UBC,Occupied,,Wood,2,,317,667,0,,,RACHELW,20200619232634,RACHELW,20210713214014,Unspecified,,,UBC,B2,,-123.249256,49.25644
VBL10150,University Services Building,USB,Complete,19920101,Operations,Academic,UBC,Academic,UBC,Occupied,,OtherMixed,2,,11598,641,1,,,,,TONYZ,20210709152504,Unspecified,,,UBC,B2,,-123.253785,49.2613
VBL10223,Totem Field Studios,TFS,Complete,19630101,Academic,,UBC,Academic,UBC,Occupied,,Wood,2,,1187,668;668-1,0,,,,,RACHELW,20210713214017,Unspecified,,,UBC,B2,,-123.249001,49.256128
VBL10073,Engineering Student Centre,ESC,Complete,20150909,Academic,,UBC,Academic,UBC,Occupied,LEED Gold,Wood,2,,1076,310,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.249278,49.262188
VBL10078,Institute for Computing Information and Cognitive Systems / Computer Science,ICCS,Complete,19930101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,8,,19643,166;165,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.248832,49.261174
VBL10366,JB Macdonald Building,MCDN,Complete,19670101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,4,,7209,198,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.24533,49.265345
VBL10116,St. John's College,STJC,Complete,19970101,StudentHousing,StudentHousing,UBC,Academic,SHHS,Occupied,,Wood,3,,17651,822-1;822-2;822-3,0,,,,,RACHELW,20210708211402,Unspecified,,,UBC,B5,,-123.25679,49.262595
VBL10255,Oakwood Residences,OAKR,Complete,20200813,Housing,,UNA,Wesbrook,UBCPT,Unoccupied,,Wood,3,,2977,719,0,AC - PDF from Approved DP,Lot11 townhouses - Building names subject to change,GISSTUD2,20190515162139,TONYZ,20210720213648,Duplex/Townhouse,,,,B5,,-123.238524,49.251654
VBL10007,UBC Botanical Garden - Ting Lookout,BOT7,Complete,19900101,Services,,UBC,Academic,UBC,Occupied,,Wood,1,,25,100,0,,,GISSTUD2,20190513201345,TONYZ,20210720213648,Outbuildings,,,UBC,B3,,-123.251644,49.254077
VBL10431,UBC Botanical Garden - Alpine Garden Greenhouse,BOT8,Complete,19740101,Services,,UBC,Academic,UBC,Occupied,,Wood,1,,33,082,0,,,RACHELW,20200618222451,TONYZ,20210720213648,Outbuildings,,,UBC,B3,,-123.245842,49.253645
VBL10004,UBC Botanical Garden - Scholar's Retreat,BOT5,Complete,19860101,Services,,UBC,Academic,UBC,Occupied,,Wood,1,,110,076,0,,,GISSTUD2,20190513201810,TONYZ,20210720213648,Outbuildings,,,UBC,B3,,-123.24692,49.254985
VBL10006,UBC Botanical Garden - Admin/Campbell Building,BOT2,Complete,19900101,Services,Research,UBC,Academic,UBC,Occupied,,Wood,2,,586,098,0,,,GISSTUD2,20190513200749,TONYZ,20210720213648,Unspecified,,,UBC,B1,,-123.251116,49.253896
VBL10015,UBC Farm - Children's Greenhouse,FRM3,Complete,19900101,Operations,,UBC,Academic,UBC,Occupied,,OtherMixed,1,,118,387,0,,,GISSTUD2,20190514191058,TONYZ,20210720213648,Outbuildings,,,UBC,B3,,-123.239793,49.251477
VBL10009,UBC Farm - Greenhouse 1,FRM4,Complete,19820101,Operations,,UBC,Academic,UBC,Occupied,,OtherMixed,1,,104,071-1,0,,,NIKT,20200406213544,TONYZ,20210720213648,Outbuildings,,,UBC,B3,,-123.238931,49.251148
VBL10012,UBC Farm - Greenhouse 2,FRM5,Complete,19820101,Operations,,UBC,Academic,UBC,Occupied,,OtherMixed,1,,143,071-2,0,,,GISSTUD2,20190514191008,TONYZ,20210720213648,Outbuildings,,,UBC,B3,,-123.239002,49.251043
VBL10205,The Pemberley,PEMB,Complete,19970725,Housing,,UNA,Hampton,Private,Occupied,,Wood,6,,5733,509,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,AptLess5Storey,,,,B5,,-123.232193,49.258013
VBL10299,Binning Tower - Townhouses,BINT,Complete,20160505,Housing,,UNA,Wesbrook,Private,Occupied,REAP Gold,Concrete,3,,1627,598,0,RW - PDF from Approved DP,new GBA taken from spreadsheet,GISSTUD2,20190516172718,TONYZ,20210520221449,Duplex/Townhouse,,,,B5,,-123.231641,49.255275
VBL10017,Centre for Comparative Medicine,CCM,Complete,20111223,Academic,Research,UBC,Academic,UBC,Occupied,,Concrete,2,,10367,057,0,Wayf/AH - PDF from Approved DP,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.233554,49.246819
VBL10391,UBC Farm - Yurt,YURT,Complete,20140101,Academic,,UBC,Academic,UBC,Occupied,,OtherMixed,1,,65,075,0,,,GISSTUD2,20190514191230,TONYZ,20210720213648,Outbuildings,,,UBC,B3,,-123.239913,49.25126
VBL10310,Ponderosa Commons West - Arbutus/Maple House,PCW,Complete,20130830,Commons,,UBC,Academic,SHHS,Occupied,LEED Gold,Steel,17,47.75,17885,904,1,ISSUE FOR FULL BUILDING IFC,,,,RACHELW,20210705161701,Apt5StoreyPlus,,,UBC,B5,,-123.25562,49.263441
VBL10245,UBC Farm - Harvest Hut / Market,FRM2,Complete,19750101,Academic,,UBC,Academic,UBC,Occupied,,Wood,1,,150,670,0,,,GISSTUD2,20190514191138,TONYZ,20210720213648,Outbuildings,,,UBC,B1,,-123.237933,49.250758
VBL10163,Abdul Ladha Science Student Centre,ALSC,Complete,20061221,Services,Academic,UBC,Academic,UBC,Occupied,,Wood,2,,661,654,0,,,,,RACHELW,20210705164206,Unspecified,,,UBC,B3,,-123.251356,49.266083
VBL10195,UBC Botanical Garden Nursery - Workshop,BON2,Complete,19710101,Operations,,UBC,Academic,UBC,Occupied,,OtherMixed,1,,613,078;079;090,0,,,GISSTUD2,20190515174958,TONYZ,20210520221402,Outbuildings,,,UBC,B3,,-123.234449,49.249533
VBL10238,Spirit,SPRT,Complete,20100927,Housing,,UNA,Wesbrook,Private,Occupied,REAP Gold,Wood,5,,5410,584,0,Wayf/AH - PDF from Approved DP,new GBA taken from spreadsheet,,,TONYZ,20210520221449,AptLess5Storey,,,,B5,,-123.233615,49.252986
VBL10196,UBC Botanical Garden Nursery - Greenhouses,BON1,Complete,19820101,Operations,,UBC,Academic,UBC,Occupied,,OtherMixed,1,,1767,077-1;077-2,0,,,GISSTUD2,20190515174958,TONYZ,20210520221402,Outbuildings,,,UBC,B3,,-123.234972,49.249451
VBL10239,Pathways - East Building,PTHE,Complete,20080227,Housing,,UNA,Wesbrook,Private,Occupied,REAP Gold,Steel,5,,5110,588-2,0,,,GISSTUD2,20190514233420,TONYZ,20210520221449,AptLess5Storey,,,,B5,,-123.23283,49.254669
VBL10240,Pathways - West Building,PTHW,Complete,20080227,Housing,,UNA,Wesbrook,Private,Occupied,REAP Gold,Steel,5,,7095,588-1,0,,,GISSTUD2,20190514233510,TONYZ,20210520221449,AptLess5Storey,,,,B5,,-123.23382,49.254401
VBL10076,The Wesbrook - Townhouses,WSB2,Complete,20090101,Housing,,UNA,Wesbrook,Private,Occupied,REAP Silver,Concrete,3,,1249,594,0,,new GBA taken from spreadsheet,GISSTUD2,20190514231851,TONYZ,20210520221449,Duplex/Townhouse,,,,B5,,-123.234205,49.254725
VBL10135,Eton - Highrise,ETN1,Complete,20190226,Housing,,UNA,Wesbrook,Private,Occupied,REAP Gold,Concrete,20,59,22008,592,0,RW - PDF from Approved DP,,GISSTUD2,20190516182139,TONYZ,20210520221449,Apt5StoreyPlus,,,,B5,,-123.230561,49.25345
VBL10097,Lower Mall Header House,LMHH,Complete,19670101,Operations,,UBC,Academic,UBC,Occupied,,Concrete,3,,943,024-5;024-3;024-6,1,,,,,TONYZ,20210520221402,Unspecified,,,UBC,B3,,-123.254843,49.260527
VBL10251,Robert F. Osborne Centre - Unit 1,OSB1,Complete,19700101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,2,0,3439,430,0,,,RACHELW,20200707200849,TONYZ,20210527173315,Unspecified,,,UBC,B2,,-123.243731,49.260289
VBL10426,Arts Student Centre,ARTC,UnderConstruction,,Services,,UBC,Academic,UBC,Unoccupied,LEED Gold,Wood,3,13.2,1025,123,0,,,GISSTUD1,20191010232244,RACHELW,20210705164208,Unspecified,,,UBC,B3,,-123.253078,49.269288
VBL10001,Earth and Ocean Sciences,EOS,Complete,19710101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,4,,10727,402;403,1,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.25249,49.26251
VBL10361,Hillel House - Diamond Foundation Centre for Jewish Campus Life,HILL,Complete,20100101,Other,,Non-UBC,Academic,Non-UBC,Occupied,,Concrete,4,,1237,445,0,,,,,RACHELW,20210705164209,Unspecified,,,,B3,LeasedFromUBC,-123.251324,49.268604
VBL10362,Horticulture Building,HORT,Complete,19480101,Academic,,UBC,Academic,UBC,Occupied,,Wood,2,,1753,456,0,,,,,TONYZ,20210709020447,Unspecified,,,UBC,B2,,-123.252773,49.261402
VBL10124,Stores Road Annex,STRX,Complete,19250101,Academic,,UBC,Academic,UBC,Occupied,,Wood,3,,383,669,0,,,,,TONYZ,20210709020447,Unspecified,,,UBC,B2,,-123.252359,49.261667
VBL10285,Wood Drying Laboratory,WDL,Complete,19900101,Academic,Research,UBC,Academic,UBC,Occupied,,Wood,1,,283,385,0,,,,,TONYZ,20210709020447,Unspecified,,,UBC,B2,,-123.252249,49.261475
VBL10126,Totem Park Residence - Dene/Nootka House,TPR2,Complete,19640101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,7,,9014,540-3,1,,,GISSTUD2,20190514211631,RACHELW,20210729203946,Apt5StoreyPlus,,,UBC,B5,,-123.253225,49.258715
VBL10127,Totem Park Residence - Kwakiutl/Shuswap House,TPR3,Complete,19680101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,7,,9027,565,1,,,GISSTUD2,20190514211706,RACHELW,20210729203956,Apt5StoreyPlus,,,UBC,B5,,-123.252324,49.259362
VBL10016,Totem Park Residence - qln House,TPR4,Complete,20110823,StudentHousing,,UBC,Academic,SHHS,Occupied,REAP Gold,Concrete,8,,6729,566,0,,,GISSTUD2,20190514211739,RACHELW,20210729204004,Apt5StoreyPlus,,,UBC,B5,,-123.251545,49.259167
VBL10128,Totem Park Residence - hmlsm House,TPR5,Complete,20110101,StudentHousing,,UBC,Academic,SHHS,Occupied,REAP Gold,Concrete,8,,9830,567,0,,,GISSTUD2,20190514211811,RACHELW,20210729204015,Apt5StoreyPlus,,,UBC,B5,,-123.251195,49.258604
VBL10219,Crescent West,CRSW,Complete,20090501,Housing,,UNA,Wesbrook,Private,Occupied,,Wood,4,,5466,605;605-1;605-2;605-3;605-4;605-5;605-6;605-7,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,Duplex/Townhouse,,,,B5,,-123.232799,49.253131
VBL10220,Westchester,WSTR,Complete,20040713,Housing,,UNA,Hawthorn,Private,Occupied,,Wood,4,,5969,616;616-1;616-2;616-3;616-4;616-5;616-6;616-7,0,,new GBA taken from spreadsheet,,,TONYZ,20210520221449,Duplex/Townhouse,,,,B5,,-123.249109,49.257373
VBL10216,Mathematics Annex,MATX,Complete,19240101,Academic,,UBC,Academic,UBC,Occupied,,Wood,2,,1481,519,0,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.254848,49.266103
VBL10221,Michael Smith Laboratories,MSL,Complete,20040101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,5,,8477,083,1,,,,,TONYZ,20210520221336,Unspecified,,,UBC,B2,,-123.250171,49.264576
VBL10002,Totem Park Residence - Haida/Salish House,TPR6,Complete,19640101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,7,,8666,540-2,1,,,GISSTUD2,20190514211850,RACHELW,20210729204025,Apt5StoreyPlus,,,UBC,B5,,-123.252622,49.257476
VBL10105,Totem Park Residence - csnam House,TPR7,Complete,20170720,StudentHousing,,UBC,Academic,SHHS,Occupied,LEED Gold,Concrete,8,,8862,541,0,RW - PDF from Approved DP,,GISSTUD2,20190514211922,RACHELW,20210729204101,Apt5StoreyPlus,,,UBC,B5,,-123.251637,49.256811
